Language,File,Level,SubLevel,PromptType,Question,Question_Sub,Answer,Answer_Sub
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 31 | 我的学习计划","SUBLEVEL 1","warmup","你现在有什么学习计划？","nǐ xiànzài yǒu shénme xuéxí jìhuà?","我现在的计划是每天学习两个小时中文，也复习以前学过的课。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 31 | 我的学习计划","SUBLEVEL 1","warmup","你现在有什么学习计划？","nǐ xiànzài yǒu shénme xuéxí jìhuà?","我这个学期想把中文学好，所以每天都会听录音和练习说话。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 31 | 我的学习计划","SUBLEVEL 2","discussion","你一般怎么学习？","nǐ yībān zěnme xuéxí?","我一般在家看书，也用手机学新单词。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 31 | 我的学习计划","SUBLEVEL 2","discussion","你一般怎么学习？","nǐ yībān zěnme xuéxí?","我喜欢跟同学一起学习，这样可以互相帮助。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 31 | 我的学习计划","SUBLEVEL 3","follow_up","你觉得学习难吗？为什么？","nǐ juéde xuéxí nán ma? wèishénme?","有一点难，因为有很多新单词。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 32 | 我的周末","SUBLEVEL 1","warmup","你的周末一般怎么过？","nǐ de zhōumò yībān zěnme guò?","我的周末比较轻松，我会在家休息或者看电影。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 32 | 我的周末","SUBLEVEL 1","warmup","你的周末一般怎么过？","nǐ de zhōumò yībān zěnme guò?","周末我喜欢和朋友一起出去，比如去喝咖啡。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 32 | 我的周末","SUBLEVEL 2","discussion","你周末常和谁一起？","nǐ zhōumò cháng hé shéi yìqǐ?","我常和朋友一起，有时候也和家人一起。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 32 | 我的周末","SUBLEVEL 2","discussion","你周末常和谁一起？","nǐ zhōumò cháng hé shéi yìqǐ?","我一般一个人，因为我喜欢安静。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 32 | 我的周末","SUBLEVEL 3","follow_up","你觉得周末重要吗？为什么？","nǐ juéde zhōumò zhòngyào ma? wèishénme?","很重要，因为可以休息。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 33 | 我的旅行经历","SUBLEVEL 1","warmup","你去过哪些地方？","nǐ qùguo nǎxiē dìfang?","我去过岘港和河内，这些地方很漂亮。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 33 | 我的旅行经历","SUBLEVEL 1","warmup","你去过哪些地方？","nǐ qùguo nǎxiē dìfang?","我去过中国，去了北京。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 33 | 我的旅行经历","SUBLEVEL 2","discussion","你在那儿做了什么？","nǐ zài nàr zuò le shénme?","我看了很多地方，也吃了很多好吃的。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 33 | 我的旅行经历","SUBLEVEL 2","discussion","你在那儿做了什么？","nǐ zài nàr zuò le shénme?","我拍了照片，还买了一些东西。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 33 | 我的旅行经历","SUBLEVEL 3","follow_up","你喜欢旅行吗？为什么？","nǐ xǐhuān lǚxíng ma? wèishénme?","我很喜欢，因为可以放松。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 34 | 学习中文的困难","SUBLEVEL 1","warmup","你觉得学习中文难在哪里？","nǐ juéde xuéxí zhōngwén nán zài nǎlǐ?","我觉得记单词很难，因为很容易忘记。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 34 | 学习中文的困难","SUBLEVEL 1","warmup","你觉得学习中文难在哪里？","nǐ juéde xuéxí zhōngwén nán zài nǎlǐ?","我觉得说中文比较难，有时候说不好。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 34 | 学习中文的困难","SUBLEVEL 2","discussion","你怎么解决这个问题？","nǐ zěnme jiějué zhège wèntí?","我每天复习单词，也多听录音。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 34 | 学习中文的困难","SUBLEVEL 2","discussion","你怎么解决这个问题？","nǐ zěnme jiějué zhège wèntí?","我会多说中文，也请老师帮我。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 34 | 学习中文的困难","SUBLEVEL 3","follow_up","你现在有进步吗？","nǐ xiànzài yǒu jìnbù ma?","有，我现在可以说简单的句子。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 35 | 我的梦想","SUBLEVEL 1","warmup","你的梦想是什么？","nǐ de mèngxiǎng shì shénme?","我的梦想是当老师。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 35 | 我的梦想","SUBLEVEL 1","warmup","你的梦想是什么？","nǐ de mèngxiǎng shì shénme?","我想在公司工作。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 35 | 我的梦想","SUBLEVEL 2","discussion","为什么？","wèishénme?","因为我喜欢教学生。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 35 | 我的梦想","SUBLEVEL 2","discussion","为什么？","wèishénme?","因为这个工作很好。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 35 | 我的梦想","SUBLEVEL 3","follow_up","你现在做什么准备？","nǐ xiànzài zuò shénme zhǔnbèi?","我现在认真学习。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 36 | 手机的使用","SUBLEVEL 1","warmup","你每天用手机多长时间？","nǐ měitiān yòng shǒujī duō cháng shíjiān?","我每天用三四个小时。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 36 | 手机的使用","SUBLEVEL 1","warmup","你每天用手机多长时间？","nǐ měitiān yòng shǒujī duō cháng shíjiān?","我用得比较多，大概五个小时。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 36 | 手机的使用","SUBLEVEL 2","discussion","你常用手机做什么？","nǐ cháng yòng shǒujī zuò shénme?","我用手机聊天、看视频。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 36 | 手机的使用","SUBLEVEL 2","discussion","你常用手机做什么？","nǐ cháng yòng shǒujī zuò shénme?","我用手机听音乐、学习。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 36 | 手机的使用","SUBLEVEL 3","follow_up","你觉得用手机多好吗？","nǐ juéde yòng shǒujī duō hǎo ma?","不太好，对身体不好。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 37 | 健康生活","SUBLEVEL 1","warmup","你平时怎么保持健康？","nǐ píngshí zěnme bǎochí jiànkāng?","我每天运动，也注意吃饭。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 37 | 健康生活","SUBLEVEL 1","warmup","你平时怎么保持健康？","nǐ píngshí zěnme bǎochí jiànkāng?","我早睡早起，多喝水。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 37 | 健康生活","SUBLEVEL 2","discussion","你常运动吗？","nǐ cháng yùndòng ma?","我一周运动两三次。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 37 | 健康生活","SUBLEVEL 2","discussion","你常运动吗？","nǐ cháng yùndòng ma?","我每天走路。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 37 | 健康生活","SUBLEVEL 3","follow_up","你觉得健康重要吗？为什么？","nǐ juéde jiànkāng zhòngyào ma? wèishénme?","很重要，因为身体好很重要。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 38 | 压力","SUBLEVEL 1","warmup","你有压力吗？","nǐ yǒu yālì ma?","有一点，比如学习压力。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 38 | 压力","SUBLEVEL 1","warmup","你有压力吗？","nǐ yǒu yālì ma?","有时候有，因为事情很多。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 38 | 压力","SUBLEVEL 2","discussion","你怎么放松？","nǐ zěnme fàngsōng?","我听音乐。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 38 | 压力","SUBLEVEL 2","discussion","你怎么放松？","nǐ zěnme fàngsōng?","我和朋友聊天。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 38 | 压力","SUBLEVEL 3","follow_up","压力多好吗？","yālì duō hǎo ma?","不太好，会很累。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 39 | 网络生活","SUBLEVEL 1","warmup","你每天上网吗？","nǐ měitiān shàngwǎng ma?","我每天都上网。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 39 | 网络生活","SUBLEVEL 1","warmup","你每天上网吗？","nǐ měitiān shàngwǎng ma?","我不常上网。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 39 | 网络生活","SUBLEVEL 2","discussion","你上网做什么？","nǐ shàngwǎng zuò shénme?","我看视频，也聊天。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 39 | 网络生活","SUBLEVEL 2","discussion","你上网做什么？","nǐ shàngwǎng zuò shénme?","我看新闻，也学习。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 39 | 网络生活","SUBLEVEL 3","follow_up","你觉得上网好吗？","nǐ juéde shàngwǎng hǎo ma?","很方便，但是不能太多。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 40 | 看书","SUBLEVEL 1","warmup","你喜欢看书吗？","nǐ xǐhuān kàn shū ma?","我很喜欢。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 40 | 看书","SUBLEVEL 1","warmup","你喜欢看书吗？","nǐ xǐhuān kàn shū ma?","我不太喜欢。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 40 | 看书","SUBLEVEL 2","discussion","你看什么书？","nǐ kàn shénme shū?","我看小说。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 40 | 看书","SUBLEVEL 2","discussion","你看什么书？","nǐ kàn shénme shū?","我看学习的书。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 40 | 看书","SUBLEVEL 3","follow_up","你多久看一次？","nǐ duō jiǔ kàn yí cì?","我每天看一点。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 41 | 学习和生活","SUBLEVEL 1","warmup","你觉得学习和生活容易安排吗？","nǐ juéde xuéxí hé shēnghuó róngyì ānpái ma?","有一点难，因为时间不多。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 41 | 学习和生活","SUBLEVEL 1","warmup","你觉得学习和生活容易安排吗？","nǐ juéde xuéxí hé shēnghuó róngyì ānpái ma?","还可以，我会安排时间。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 41 | 学习和生活","SUBLEVEL 2","discussion","你怎么安排时间？","nǐ zěnme ānpái shíjiān?","我先学习，再休息。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 41 | 学习和生活","SUBLEVEL 2","discussion","你怎么安排时间？","nǐ zěnme ānpái shíjiān?","我每天都有计划。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 41 | 学习和生活","SUBLEVEL 3","follow_up","你觉得休息重要吗？","nǐ juéde xiūxi zhòngyào ma?","很重要，可以放松。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 42 | 我的爱好变化","SUBLEVEL 1","warmup","你现在的爱好和以前一样吗？","nǐ xiànzài de àihào hé yǐqián yíyàng ma?","不一样，我现在更喜欢运动。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 42 | 我的爱好变化","SUBLEVEL 1","warmup","你现在的爱好和以前一样吗？","nǐ xiànzài de àihào hé yǐqián yíyàng ma?","有一点一样，我还是喜欢听音乐。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 42 | 我的爱好变化","SUBLEVEL 2","discussion","为什么会有变化？","wèishénme huì yǒu biànhuà?","因为我想更健康。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 42 | 我的爱好变化","SUBLEVEL 2","discussion","为什么会有变化？","wèishénme huì yǒu biànhuà?","因为我有新的朋友。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 42 | 我的爱好变化","SUBLEVEL 3","follow_up","你觉得有爱好重要吗？","nǐ juéde yǒu àihào zhòngyào ma?","很重要，可以让生活更有意思。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 43 | 我的同学","SUBLEVEL 1","warmup","你的同学怎么样？","nǐ de tóngxué zěnmeyàng?","我的同学很友好，也很热情。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 43 | 我的同学","SUBLEVEL 1","warmup","你的同学怎么样？","nǐ de tóngxué zěnmeyàng?","大家都很好，学习也很认真。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 43 | 我的同学","SUBLEVEL 2","discussion","你常和同学做什么？","nǐ cháng hé tóngxué zuò shénme?","我们一起学习，也一起吃饭。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 43 | 我的同学","SUBLEVEL 2","discussion","你常和同学做什么？","nǐ cháng hé tóngxué zuò shénme?","我们有时候一起出去玩。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 43 | 我的同学","SUBLEVEL 3","follow_up","你喜欢和同学一起学习吗？为什么？","nǐ xǐhuān hé tóngxué yìqǐ xuéxí ma? wèishénme?","喜欢，因为可以互相帮助。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 44 | 我的老师（进阶）","SUBLEVEL 1","warmup","你最喜欢的老师是谁？为什么？","nǐ zuì xǐhuān de lǎoshī shì shéi? wèishénme?","我最喜欢中文老师，因为她上课很有意思。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 44 | 我的老师（进阶）","SUBLEVEL 1","warmup","你最喜欢的老师是谁？为什么？","nǐ zuì xǐhuān de lǎoshī shì shéi? wèishénme?","我喜欢英语老师，因为他很耐心。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 44 | 我的老师（进阶）","SUBLEVEL 2","discussion","老师上课时你一般做什么？","lǎoshī shàng kè shí nǐ yībān zuò shénme?","我认真听讲，也做笔记。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 44 | 我的老师（进阶）","SUBLEVEL 2","discussion","老师上课时你一般做什么？","lǎoshī shàng kè shí nǐ yībān zuò shénme?","我回答问题，也参加讨论。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 44 | 我的老师（进阶）","SUBLEVEL 3","follow_up","你觉得老师重要吗？为什么？","nǐ juéde lǎoshī zhòngyào ma? wèishénme?","很重要，因为老师可以帮助我们学习。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 45 | 我的房间","SUBLEVEL 1","warmup","你的房间大吗？有什么？","nǐ de fángjiān dà ma? yǒu shénme?","不太大，有一张床和一张桌子。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 45 | 我的房间","SUBLEVEL 1","warmup","你的房间大吗？有什么？","nǐ de fángjiān dà ma? yǒu shénme?","我的房间很干净，还有很多书。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 45 | 我的房间","SUBLEVEL 2","discussion","你喜欢你的房间吗？为什么？","nǐ xǐhuān nǐ de fángjiān ma? wèishénme?","很喜欢，因为很安静。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 45 | 我的房间","SUBLEVEL 2","discussion","你喜欢你的房间吗？为什么？","nǐ xǐhuān nǐ de fángjiān ma? wèishénme?","喜欢，因为很舒服。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 45 | 我的房间","SUBLEVEL 3","follow_up","你平时在房间做什么？","nǐ píngshí zài fángjiān zuò shénme?","我在房间学习。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 46 | 我的作息时间","SUBLEVEL 1","warmup","你每天几点睡觉？","nǐ měitiān jǐ diǎn shuìjiào?","我每天十一点睡觉。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 46 | 我的作息时间","SUBLEVEL 1","warmup","你每天几点睡觉？","nǐ měitiān jǐ diǎn shuìjiào?","我十点半睡觉。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 46 | 我的作息时间","SUBLEVEL 2","discussion","你觉得你的作息规律吗？","nǐ juéde nǐ de zuòxī guīlǜ ma?","比较规律。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 46 | 我的作息时间","SUBLEVEL 2","discussion","你觉得你的作息规律吗？","nǐ juéde nǐ de zuòxī guīlǜ ma?","不太规律。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 46 | 我的作息时间","SUBLEVEL 3","follow_up","你觉得早睡早起好吗？为什么？","nǐ juéde zǎo shuì zǎo qǐ hǎo ma? wèishénme?","很好，对身体好。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 47 | 吃饭习惯","SUBLEVEL 1","warmup","你每天按时吃饭吗？","nǐ měitiān àn shí chīfàn ma?","我每天都按时吃饭。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 47 | 吃饭习惯","SUBLEVEL 1","warmup","你每天按时吃饭吗？","nǐ měitiān àn shí chīfàn ma?","有时候不按时。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 47 | 吃饭习惯","SUBLEVEL 2","discussion","你喜欢在家吃还是在外面吃？","nǐ xǐhuān zài jiā chī háishì zài wàimiàn chī?","我喜欢在家吃。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 47 | 吃饭习惯","SUBLEVEL 2","discussion","你喜欢在家吃还是在外面吃？","nǐ xǐhuān zài jiā chī háishì zài wàimiàn chī?","我更喜欢在外面吃。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 47 | 吃饭习惯","SUBLEVEL 3","follow_up","为什么？","wèishénme?","因为在家比较健康。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 48 | 去超市","SUBLEVEL 1","warmup","你多久去一次超市？","nǐ duō jiǔ qù yí cì chāoshì?","我一周去一次。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 48 | 去超市","SUBLEVEL 1","warmup","你多久去一次超市？","nǐ duō jiǔ qù yí cì chāoshì?","我有时候去。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 48 | 去超市","SUBLEVEL 2","discussion","你一般买什么？","nǐ yībān mǎi shénme?","我买吃的和水果。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 48 | 去超市","SUBLEVEL 2","discussion","你一般买什么？","nǐ yībān mǎi shénme?","我买日常用品。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 48 | 去超市","SUBLEVEL 3","follow_up","你喜欢一个人去还是和朋友一起去？","nǐ xǐhuān yí gè rén qù háishì hé péngyou yìqǐ qù?","我喜欢一个人去。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 49 | 交通工具","SUBLEVEL 1","warmup","你平时用什么交通工具？","nǐ píngshí yòng shénme jiāotōng gōngjù?","我骑车。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 49 | 交通工具","SUBLEVEL 1","warmup","你平时用什么交通工具？","nǐ píngshí yòng shénme jiāotōng gōngjù?","我坐公交车。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 49 | 交通工具","SUBLEVEL 2","discussion","为什么选择这种方式？","wèishénme xuǎnzé zhèzhǒng fāngshì?","因为方便。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 49 | 交通工具","SUBLEVEL 2","discussion","为什么选择这种方式？","wèishénme xuǎnzé zhèzhǒng fāngshì?","因为比较便宜。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 49 | 交通工具","SUBLEVEL 3","follow_up","你觉得交通方便吗？","nǐ juéde jiāotōng fāngbiàn ma?","很方便。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 50 | 天气的影响","SUBLEVEL 1","warmup","天气会影响你的心情吗？","tiānqì huì yǐngxiǎng nǐ de xīnqíng ma?","会，下雨天我不太开心。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 50 | 天气的影响","SUBLEVEL 1","warmup","天气会影响你的心情吗？","tiānqì huì yǐngxiǎng nǐ de xīnqíng ma?","会，晴天我很高兴。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 50 | 天气的影响","SUBLEVEL 2","discussion","你喜欢什么天气？","nǐ xǐhuān shénme tiānqì?","我喜欢凉快的天气。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 50 | 天气的影响","SUBLEVEL 2","discussion","你喜欢什么天气？","nǐ xǐhuān shénme tiānqì?","我喜欢晴天。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 50 | 天气的影响","SUBLEVEL 3","follow_up","不同天气你会做什么？","bùtóng tiānqì nǐ huì zuò shénme?","下雨天我在家休息。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 51 | 看电影（进阶）","SUBLEVEL 1","warmup","你最近看了什么电影？","nǐ zuìjìn kàn le shénme diànyǐng?","我最近看了一部爱情电影。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 51 | 看电影（进阶）","SUBLEVEL 1","warmup","你最近看了什么电影？","nǐ zuìjìn kàn le shénme diànyǐng?","我看了一部很有意思的电影。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 51 | 看电影（进阶）","SUBLEVEL 2","discussion","你觉得这部电影怎么样？","nǐ juéde zhè bù diànyǐng zěnmeyàng?","我觉得很好看。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 51 | 看电影（进阶）","SUBLEVEL 2","discussion","你觉得这部电影怎么样？","nǐ juéde zhè bù diànyǐng zěnmeyàng?","我觉得一般。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 51 | 看电影（进阶）","SUBLEVEL 3","follow_up","你喜欢在家看还是去电影院？为什么？","nǐ xǐhuān zài jiā kàn háishì qù diànyǐngyuàn? wèishénme?","我喜欢在家看，因为方便。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 52 | 听音乐（进阶）","SUBLEVEL 1","warmup","你每天听音乐吗？","nǐ měitiān tīng yīnyuè ma?","我每天都会听。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 52 | 听音乐（进阶）","SUBLEVEL 1","warmup","你每天听音乐吗？","nǐ měitiān tīng yīnyuè ma?","我有时候听。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 52 | 听音乐（进阶）","SUBLEVEL 2","discussion","你喜欢听什么音乐？","nǐ xǐhuān tīng shénme yīnyuè?","我喜欢流行音乐。",""
"Chinese","Chinese_level_31-100_LucyLMS_Ready.docx","LEVEL 52 | 听音乐（进阶）","SUBLEVEL 2","discussion","你喜欢听什么音乐？","nǐ xǐhuān tīng shénme yīnyuè?","我喜欢轻音乐。",""
